family,dataset,src_ip,dst_ip,dst_port,proto,binary_label,unknown_family,model,prediction,score
benign,benign_2017-05-01_normal,10.0.2.15,104.123.156.187,80,tcp,0,cobalt_strike,logistic_regression,0,1.3786373672464872e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.156.80,443,tcp,0,cobalt_strike,logistic_regression,0,6.2005995440258544e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.157.111,80,tcp,0,cobalt_strike,logistic_regression,0,2.0579731839339655e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.157.111,443,tcp,0,cobalt_strike,logistic_regression,0,2.5530416534911534e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.157.135,443,tcp,0,cobalt_strike,logistic_regression,0,9.504571553646102e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.159.82,80,tcp,0,cobalt_strike,logistic_regression,0,5.522111268525249e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.159.82,443,tcp,0,cobalt_strike,logistic_regression,0,6.93747033865974e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.159.98,80,tcp,0,cobalt_strike,logistic_regression,0,1.3121224873330178e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.159.98,443,tcp,0,cobalt_strike,logistic_regression,0,1.6406507111163932e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.192.96,443,tcp,0,cobalt_strike,logistic_regression,0,3.407424486434542e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.193.67,443,tcp,0,cobalt_strike,logistic_regression,0,1.0333704056370932e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.194.114,80,tcp,0,cobalt_strike,logistic_regression,0,6.07142312767827e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.194.114,443,tcp,0,cobalt_strike,logistic_regression,0,9.237242949118187e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.195.115,443,tcp,0,cobalt_strike,logistic_regression,0,5.40503400377179e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.195.204,80,tcp,0,cobalt_strike,logistic_regression,0,1.2108307196905517e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.196.118,80,tcp,0,cobalt_strike,logistic_regression,0,1.7382981618846172e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.196.189,80,tcp,0,cobalt_strike,logistic_regression,0,5.064417617662726e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.196.189,443,tcp,0,cobalt_strike,logistic_regression,0,1.0727322690598342e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.196.201,80,tcp,0,cobalt_strike,logistic_regression,0,8.200311595867744e-08
benign,benign_2017-05-01_normal,10.0.2.15,104.123.196.225,443,tcp,0,cobalt_strike,logistic_regression,0,2.377826625920407e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.197.29,443,tcp,0,cobalt_strike,logistic_regression,0,8.149546968649478e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.198.120,443,tcp,0,cobalt_strike,logistic_regression,0,1.4590815053218977e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.199.236,80,tcp,0,cobalt_strike,logistic_regression,0,4.700477219230001e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.200.124,443,tcp,0,cobalt_strike,logistic_regression,0,5.163105212931128e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.200.133,443,tcp,0,cobalt_strike,logistic_regression,0,1.452237345925371e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.200.134,80,tcp,0,cobalt_strike,logistic_regression,0,4.968826938534009e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.200.136,80,tcp,0,cobalt_strike,logistic_regression,0,1.0377861805970535e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.200.136,443,tcp,0,cobalt_strike,logistic_regression,0,6.261536554037959e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.200.223,443,tcp,0,cobalt_strike,logistic_regression,0,1.0444178820819328e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.201.106,443,tcp,0,cobalt_strike,logistic_regression,0,1.0182715760052983e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.201.225,80,tcp,0,cobalt_strike,logistic_regression,0,5.063694152380267e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.202.126,80,tcp,0,cobalt_strike,logistic_regression,0,8.36026540738895e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.202.126,443,tcp,0,cobalt_strike,logistic_regression,0,6.97833890166281e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.202.84,443,tcp,0,cobalt_strike,logistic_regression,0,1.3979712486277579e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.203.236,443,tcp,0,cobalt_strike,logistic_regression,0,5.8571602864333714e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.203.246,443,tcp,0,cobalt_strike,logistic_regression,0,1.16766931858769e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.204.161,80,tcp,0,cobalt_strike,logistic_regression,0,5.249529516208762e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.204.161,443,tcp,0,cobalt_strike,logistic_regression,0,2.7944717068422935e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.204.163,443,tcp,0,cobalt_strike,logistic_regression,0,1.4418431781977253e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.204.93,443,tcp,0,cobalt_strike,logistic_regression,0,1.3862489679255676e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.207.116,80,tcp,0,cobalt_strike,logistic_regression,0,1.9857560496803445e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.211.161,443,tcp,0,cobalt_strike,logistic_regression,0,1.5619083020531073e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.225.199,80,tcp,0,cobalt_strike,logistic_regression,0,8.224153472763823e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.225.199,443,tcp,0,cobalt_strike,logistic_regression,0,1.4346461825752765e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.225.99,80,tcp,0,cobalt_strike,logistic_regression,0,5.999462613385503e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.226.225,80,tcp,0,cobalt_strike,logistic_regression,0,2.4946997239771753e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.226.71,80,tcp,0,cobalt_strike,logistic_regression,0,1.9647848909167286e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.226.71,443,tcp,0,cobalt_strike,logistic_regression,0,7.545556967392549e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.227.193,443,tcp,0,cobalt_strike,logistic_regression,0,2.8896499023622716e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.227.96,80,tcp,0,cobalt_strike,logistic_regression,0,1.3489870778082426e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.228.59,443,tcp,0,cobalt_strike,logistic_regression,0,2.565808942032789e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.229.156,80,tcp,0,cobalt_strike,logistic_regression,0,4.329735568360817e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.229.17,80,tcp,0,cobalt_strike,logistic_regression,0,1.9710465129579e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.230.148,80,tcp,0,cobalt_strike,logistic_regression,0,6.112265502845773e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.230.148,443,tcp,0,cobalt_strike,logistic_regression,0,4.435254461062167e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.230.211,80,tcp,0,cobalt_strike,logistic_regression,0,5.866443059069453e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.230.211,443,tcp,0,cobalt_strike,logistic_regression,0,1.1716243306996931e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.231.217,80,tcp,0,cobalt_strike,logistic_regression,0,7.848261079641109e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.231.217,443,tcp,0,cobalt_strike,logistic_regression,0,3.4030739607220093e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.231.24,80,tcp,0,cobalt_strike,logistic_regression,0,4.818842507893984e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.233.15,80,tcp,0,cobalt_strike,logistic_regression,0,6.877969525213407e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.123.233.15,443,tcp,0,cobalt_strike,logistic_regression,0,1.3482800126874906e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.123.233.167,443,tcp,0,cobalt_strike,logistic_regression,0,8.212115101351981e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.234.137,443,tcp,0,cobalt_strike,logistic_regression,0,6.585474304246115e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.123.236.198,443,tcp,0,cobalt_strike,logistic_regression,0,1.427636384897256e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.48.239,80,tcp,0,cobalt_strike,logistic_regression,0,5.78918322064093e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.48.56,443,tcp,0,cobalt_strike,logistic_regression,0,2.525242804224295e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.48.67,80,tcp,0,cobalt_strike,logistic_regression,0,6.454004869576505e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.48.67,443,tcp,0,cobalt_strike,logistic_regression,0,1.17907472714699e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.49.14,443,tcp,0,cobalt_strike,logistic_regression,0,5.963365092657197e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.127.49.141,443,tcp,0,cobalt_strike,logistic_regression,0,1.1364916552472218e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.49.69,80,tcp,0,cobalt_strike,logistic_regression,0,8.289186821578029e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.49.69,443,tcp,0,cobalt_strike,logistic_regression,0,1.0009518805303626e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.50.125,443,tcp,0,cobalt_strike,logistic_regression,0,1.0742128503389048e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.50.238,80,tcp,0,cobalt_strike,logistic_regression,0,8.549938376011855e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.50.238,443,tcp,0,cobalt_strike,logistic_regression,0,1.5202092638346366e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.51.201,80,tcp,0,cobalt_strike,logistic_regression,0,3.634495393728752e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.51.231,443,tcp,0,cobalt_strike,logistic_regression,0,1.2771101876438822e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.51.246,80,tcp,0,cobalt_strike,logistic_regression,0,3.203990937919138e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.52.244,80,tcp,0,cobalt_strike,logistic_regression,0,2.7031391171767804e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.53.25,443,tcp,0,cobalt_strike,logistic_regression,0,2.0436769411891864e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.54.77,443,tcp,0,cobalt_strike,logistic_regression,0,6.4354312450749675e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.127.55.237,443,tcp,0,cobalt_strike,logistic_regression,0,1.332332010656333e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.55.54,443,tcp,0,cobalt_strike,logistic_regression,0,1.837277527366009e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.127.60.107,80,tcp,0,cobalt_strike,logistic_regression,0,7.56594320084e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.60.107,443,tcp,0,cobalt_strike,logistic_regression,0,3.6130424544797184e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.127.62.9,80,tcp,0,cobalt_strike,logistic_regression,0,4.895072901601974e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.63.135,80,tcp,0,cobalt_strike,logistic_regression,0,4.7191315920883843e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.63.186,80,tcp,0,cobalt_strike,logistic_regression,0,9.313260557987489e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.63.204,80,tcp,0,cobalt_strike,logistic_regression,0,9.302664995025933e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.127.63.204,443,tcp,0,cobalt_strike,logistic_regression,0,2.081570661298319e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.152.141.69,80,tcp,0,cobalt_strike,logistic_regression,0,8.469324081165881e-08
benign,benign_2017-05-01_normal,10.0.2.15,104.154.79.29,443,tcp,0,cobalt_strike,logistic_regression,0,4.707227143145372e-08
benign,benign_2017-05-01_normal,10.0.2.15,104.155.121.124,443,tcp,0,cobalt_strike,logistic_regression,0,4.4501118349052275e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.117.145,443,tcp,0,cobalt_strike,logistic_regression,0,1.280177504237318e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.120.145,443,tcp,0,cobalt_strike,logistic_regression,0,8.346497246732802e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.121.127,443,tcp,0,cobalt_strike,logistic_regression,0,4.484575845519634e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.126.228,80,tcp,0,cobalt_strike,logistic_regression,0,7.123853949296156e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.126.228,443,tcp,0,cobalt_strike,logistic_regression,0,3.112287824883597e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.127.228,80,tcp,0,cobalt_strike,logistic_regression,0,1.1565291422270026e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.127.228,443,tcp,0,cobalt_strike,logistic_regression,0,2.6672171164821946e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.17.35,80,tcp,0,cobalt_strike,logistic_regression,0,4.6144852270149625e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.17.35,443,tcp,0,cobalt_strike,logistic_regression,0,1.7942326607717544e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.18.35,80,tcp,0,cobalt_strike,logistic_regression,0,1.97605910868901e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.18.35,443,tcp,0,cobalt_strike,logistic_regression,0,2.097329019825912e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.19.35,80,tcp,0,cobalt_strike,logistic_regression,0,4.883958931688798e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.21.35,80,tcp,0,cobalt_strike,logistic_regression,0,2.4946997239771753e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.23.235,80,tcp,0,cobalt_strike,logistic_regression,0,4.713242875658537e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.23.235,443,tcp,0,cobalt_strike,logistic_regression,0,1.3359229295750268e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.23.35,443,tcp,0,cobalt_strike,logistic_regression,0,4.859282223938004e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.24.235,80,tcp,0,cobalt_strike,logistic_regression,0,5.440383719157571e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.24.235,443,tcp,0,cobalt_strike,logistic_regression,0,5.137807390429802e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.24.35,80,tcp,0,cobalt_strike,logistic_regression,0,1.656462758251721e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.24.35,443,tcp,0,cobalt_strike,logistic_regression,0,1.3010564333246658e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.247.35,80,tcp,0,cobalt_strike,logistic_regression,0,1.9872992581282923e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.25.235,80,tcp,0,cobalt_strike,logistic_regression,0,5.392372698520403e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.26.216,80,tcp,0,cobalt_strike,logistic_regression,0,3.1545239934456544e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.26.235,80,tcp,0,cobalt_strike,logistic_regression,0,2.5320356759411014e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.26.235,443,tcp,0,cobalt_strike,logistic_regression,0,1.0994693236156937e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.27.216,80,tcp,0,cobalt_strike,logistic_regression,0,4.86792270018479e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.27.235,80,tcp,0,cobalt_strike,logistic_regression,0,3.7678233899182563e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.27.235,443,tcp,0,cobalt_strike,logistic_regression,0,1.3182585632815994e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.39.14,80,tcp,0,cobalt_strike,logistic_regression,0,1.763449334304123e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.4.13,443,tcp,0,cobalt_strike,logistic_regression,0,6.32493371939742e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.5.13,80,tcp,0,cobalt_strike,logistic_regression,0,1.8704362843708419e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.5.13,443,tcp,0,cobalt_strike,logistic_regression,0,3.672629859112356e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.54.16,443,tcp,0,cobalt_strike,logistic_regression,0,8.433971681011591e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.55.244,443,tcp,0,cobalt_strike,logistic_regression,0,3.0687092319177865e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.60.7,443,tcp,0,cobalt_strike,logistic_regression,0,2.1684603073699727e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.61.7,443,tcp,0,cobalt_strike,logistic_regression,0,7.888403811972641e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.65.157,80,tcp,0,cobalt_strike,logistic_regression,0,3.7427920234200353e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.65.157,443,tcp,0,cobalt_strike,logistic_regression,0,9.892840847252246e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.68.157,80,tcp,0,cobalt_strike,logistic_regression,0,5.938546816928574e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.68.157,443,tcp,0,cobalt_strike,logistic_regression,0,1.4450329492057247e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.16.78.166,443,tcp,0,cobalt_strike,logistic_regression,0,2.8827577584066424e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.16.83.55,443,tcp,0,cobalt_strike,logistic_regression,0,2.834255706919594e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.84.55,443,tcp,0,cobalt_strike,logistic_regression,0,1.1400577252979525e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.16.87.26,80,tcp,0,cobalt_strike,logistic_regression,0,5.456522475955854e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.16.87.26,443,tcp,0,cobalt_strike,logistic_regression,0,2.219387177051235e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.16.89.50,443,tcp,0,cobalt_strike,logistic_regression,0,1.5493010141679571e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.18.36.50,80,tcp,0,cobalt_strike,logistic_regression,0,5.244461026576221e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.18.36.50,443,tcp,0,cobalt_strike,logistic_regression,0,7.655903335151639e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.19.193.102,443,tcp,0,cobalt_strike,logistic_regression,0,7.522469081664741e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.19.194.102,443,tcp,0,cobalt_strike,logistic_regression,0,4.60626530459435e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.197.198.187,80,tcp,0,cobalt_strike,logistic_regression,0,2.5320365499882918e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.199.106.146,443,tcp,0,cobalt_strike,logistic_regression,0,6.133884124922842e-08
benign,benign_2017-05-01_normal,10.0.2.15,104.199.107.210,443,tcp,0,cobalt_strike,logistic_regression,0,4.307581725574117e-08
benign,benign_2017-05-01_normal,10.0.2.15,104.199.82.59,80,tcp,0,cobalt_strike,logistic_regression,0,1.0534582008276557e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.199.82.59,443,tcp,0,cobalt_strike,logistic_regression,0,1.2766255566646134e-08
benign,benign_2017-05-01_normal,10.0.2.15,104.199.9.96,80,tcp,0,cobalt_strike,logistic_regression,0,2.0315841723645033e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.150.16,443,tcp,0,cobalt_strike,logistic_regression,0,1.2318897429086044e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.20.151.16,443,tcp,0,cobalt_strike,logistic_regression,0,1.1729939531087873e-05
benign,benign_2017-05-01_normal,10.0.2.15,104.20.18.160,80,tcp,0,cobalt_strike,logistic_regression,0,2.4946997239771753e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.20.183.9,443,tcp,0,cobalt_strike,logistic_regression,0,4.301077242058717e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.20.2.47,80,tcp,0,cobalt_strike,logistic_regression,0,4.74322460848037e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.21.239,80,tcp,0,cobalt_strike,logistic_regression,0,4.4342617375131397e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.21.239,443,tcp,0,cobalt_strike,logistic_regression,0,3.9224517643179014e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.22.28,80,tcp,0,cobalt_strike,logistic_regression,0,2.4946997239771753e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.20.30.2,80,tcp,0,cobalt_strike,logistic_regression,0,9.940411490188554e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.30.2,443,tcp,0,cobalt_strike,logistic_regression,0,7.565853271352525e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.31.2,443,tcp,0,cobalt_strike,logistic_regression,0,7.702645000505216e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.50.244,443,tcp,0,cobalt_strike,logistic_regression,0,8.222996828222971e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.20.53.8,80,tcp,0,cobalt_strike,logistic_regression,0,8.307533448299897e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.244.42.1,443,tcp,0,cobalt_strike,logistic_regression,0,5.080539331102539e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.42.129,443,tcp,0,cobalt_strike,logistic_regression,0,1.5159999909556414e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.42.193,443,tcp,0,cobalt_strike,logistic_regression,0,1.8707080985845977e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.42.2,443,tcp,0,cobalt_strike,logistic_regression,0,1.6384673272498197e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.42.204,443,tcp,0,cobalt_strike,logistic_regression,0,1.7485644672702281e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.42.65,443,tcp,0,cobalt_strike,logistic_regression,0,3.385046480442536e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.112,443,tcp,0,cobalt_strike,logistic_regression,0,2.316137866606097e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.144,80,tcp,0,cobalt_strike,logistic_regression,0,1.902879918410219e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.144,443,tcp,0,cobalt_strike,logistic_regression,0,1.3930434903550693e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.16,80,tcp,0,cobalt_strike,logistic_regression,0,2.255671487341293e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.16,443,tcp,0,cobalt_strike,logistic_regression,0,6.748468601290661e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.17,443,tcp,0,cobalt_strike,logistic_regression,0,2.387375589666225e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.176,443,tcp,0,cobalt_strike,logistic_regression,0,3.111140268650588e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.227,443,tcp,0,cobalt_strike,logistic_regression,0,1.6448975471805478e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.48,443,tcp,0,cobalt_strike,logistic_regression,0,1.7337626970723274e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.51,443,tcp,0,cobalt_strike,logistic_regression,0,1.3965558442731766e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.43.80,443,tcp,0,cobalt_strike,logistic_regression,0,1.5865349501082425e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.244.46.103,443,tcp,0,cobalt_strike,logistic_regression,0,9.699758191869549e-07
benign,benign_2017-05-01_normal,10.0.2.15,104.25.138.118,443,tcp,0,cobalt_strike,logistic_regression,0,7.881028663799835e-06
benign,benign_2017-05-01_normal,10.0.2.15,104.25.162.34,80,tcp,0,cobalt_strike,logistic_regression,0,6.766530593512107e-07
